bn:00000013n;Million;million_209.35;number_146.31;mathematics_61.3;long scale_53.31;real number_50.43;numeral_50.35;short scale_50.12;digit_42.17;bally_41.77;millionaire_41.31;penguin_41.11;markov_40.61;complex number_38.37;infinity_36.79
bn:00631755n;Stemware;glass_338.08;wine_221.15;blenko_93.29;murano_89.16;stemware_72.32;champagne_59.23;fostoria_56.19;taste_49.41;cup_46.88;baccarat_41.47;chandelier_37.77;glassware_36.48;champagne flute_30.51;glassmaker_27.86
bn:00631966n;Dojo;karate_730.45;aikido_633.23;dojo_523.73;martial art_225.94;dan_199.06;instructor_166.93;kyokushin_156.71;oyama_136.92;aikikai_132.02;judo_130.03;kata_127.76;training_126.26;jka_119.47;yoshinkan_118.51
bn:00632312n;Baling;sri_268.78;kedah_160.89;kulim_150.23;malaysia_120.68;baling_113.85;mariamman_102.22;temple_99.74;taman_95.72;maha_94.61;alayam_92.43;gurudwara_89.53;sahib_75.1;perak_74.02;mcp_67.41
bn:00632433n;Blasted;ian_96.74;kane_68.1;sarah kane_46.13;blasted_36.89;in-yer-face_31.31;cate_30.81;sierz_28.2;play_22.43;actor_19.67;theater_18.92;theatre_16.63;dir_16.58;soho_16.38;direct_14.49
bn:00632670n;FOSSIL;bbs_321.96;fidonet_288.74;bbses_141.3;software_107.2;system_103.25;wwiv_77.53;node_71.86;message_69.92;pcboard_68.94;fossil_58.73;nodelist_55.7;echomail_54.25;bnu_53.55;user_50.86
bn:00634149n;Topple;ngmoco_51.07;topple_42.65;finger_26.56;game_21.53;physics_20.0;pocketgamer_9.04;slidetoplay_8.64;148apps_8.13;iphone_7.39;ios_7.33;level_7.24;thumb_7.11;app_6.71;usd_6.67
bn:00634182n;Alkalinity;ph_559.63;water_478.66;alkalinity_440.24;carbon dioxide_340.59;carbonate_333.05;ocean_329.43;concentration_322.99;acid_279.79;calcium carbonate_245.8;ammonia_230.69;solution_183.79;ion_165.63;acidification_155.7;increase_144.58
bn:00634443n;Ipsative;test_150.56;assessment_118.21;likert_104.33;personality test_74.66;item_71.94;scale_71.11;ipsative_66.88;teacher_60.97;criterion-referenced_60.02;student_55.85;measure_55.26;score_52.54;norm-referenced_42.08;personality_40.31
bn:00635923n;Happy-Go-Lucky;film_187.07;poppy_174.18;happy-go-lucky_146.43;leigh_132.28;good_122.6;hancock_87.59;slumdog millionaire_69.75;marsan_46.6;actor_44.51;the dark knight_42.51;actress_42.2;hawkins_39.23;mike leigh_39.22;awards_38.72
bn:00636415n;Pinched;harold lloyd_19.68;uncredited_18.68;newmeyer_15.04;lloyd_9.69;feature film_6.51;unconfirmed_6.29;film_6.24;hulda of holland_5.77;ragtime snap shots_5.77;luke's double_5.77;luke, the candy cut-up_5.77;twixt love and fire_5.77;luke's fatal flivver_5.77;high and dizzy_5.77
bn:00636779n;Moray;moray_950.91;scotland_207.99;elgin_188.93;aberdeenshire_143.31;council_128.66;list of listed buildings in moray_104.4;aberdeen_100.02;area_74.93;king_72.85;scottish_60.91;listed building_49.42;andrew_45.49;asterisk_44.65;duffus_36.84
bn:00637375n;Poppycock;poppycock_79.28;popcorn_72.66;snacks_72.57;cracker_59.11;zonkers_58.9;lincoln_54.11;jack_43.01;faddle_31.02;crunch 'n munch_27.01;fiddle faddle_26.2;brynwood_25.15;cracker jack_22.53;foods_21.57;screaming yellow zonkers_21.05
bn:00638658n;Astrophotography;telescope_1291.67;image_430.07;camera_408.27;observatory_339.81;astrophotography_306.96;astronomy_302.68;exposure_298.01;astronomical_231.45;lens_200.78;ccd_196.76;astronomer_195.36;mount_184.53;nebula_174.79;shutter_168.62
bn:00638667n;Agrochemical;monsanto_391.77;chemical_296.01;glyphosate_164.89;pesticide_156.94;borlaug_126.31;crop_106.41;agrochemical_102.72;nepic_91.71;product_90.99;syngenta_85.71;company_84.8;fine_73.68;plant_73.06;seed_70.39
bn:00638683n;Spiel;essen_311.1;game_138.22;card_105.78;player_62.42;city_50.7;ruhr_45.98;board game_42.64;ticket_42.4;krupp_40.58;expansion_38.42;spiel_37.28;kettwig_30.38;abbey_24.49;german-style_23.84
bn:00640506n;Galling;surface_407.83;friction_383.77;contact_269.88;material_218.63;galling_180.51;titanium_167.36;bit_143.44;wear_137.23;alloy_129.63;anodize_124.98;drill bit_120.32;adhesion_105.91;stainless steel_99.73;metal_96.48
bn:00642050n;Director-general;director-general_237.33;zia_208.27;general_128.13;elbaradei_114.93;director_104.68;bhutto_95.5;pakistan_85.79;directorate_74.48;karamat_73.61;department_66.41;civil service_64.01;elmina_57.68;dutch_57.66;fia_56.9
bn:00642618n;Raclette;cheese_513.53;christmas_239.68;switzerland_156.73;swiss_122.97;raclette_121.24;fondue_114.37;dish_84.11;christmas eve_82.89;barbecue_74.51;chasselas_73.73;milk_60.16;christmas tree_50.55;meat_49.23;tradition_44.75
bn:00642916n;Permissive;virus_555.1;cell_117.89;viral_96.8;genome_96.07;host_58.95;protein_58.78;rna_53.0;myxoma virus_51.34;dna_41.26;infect_39.8;infection_37.27;vaccine_35.95;capsid_31.35;bacterium_27.44
bn:00644635n;Apply;function_246.75;eval_231.31;type_141.21;argument_117.24;apply_61.58;curry_56.69;variadic_52.37;expression_44.64;cartesian_43.46;category_37.45;lambda_35.88;lisp_35.4;evaluate_35.15;example_32.06
bn:00645026n;Nippy;nippy_86.33;lyons_83.52;slocombe_33.18;nippies_29.05;tea_26.23;j._14.24;corner_14.08;waitress_13.4;houses_13.22;gluckstein_13.03;cadbury_11.98;salmon_11.13;tea shop_10.04;biscuits_9.76
bn:00645293n;Helium-3;neutron_1538.14;fusion_788.92;helium_724.86;nucleus_663.0;helium-3_625.02;deuterium_611.51;proton_568.18;isotope_567.75;tritium_561.76;atom_446.05;electron_413.62;energy_393.74;helium-4_389.0;hydrogen_368.54
bn:00646681n;Datastream;dataflow_47.23;ipstream_42.17;datastream_40.94;bt_18.89;llu_18.8;local loop unbundling_15.21;wholesale_14.44;olo_13.64;isps_10.18;openreach_10.0;isp_9.79;determinate_7.82;product_7.44;network_7.2
bn:00646697n;Hummer;gm_1020.57;vehicle_670.03;hummer_581.14;motors_400.44;car_305.47;pontiac_291.18;brand_222.69;prius_186.72;jeep_184.72;truck_157.04;chevrolet_156.84;model_143.51;saturn_136.97;hmmwv_130.78
bn:00647419n;Quickly;tea_103.72;bubble_57.38;tapioca_47.36;jew_44.61;pearl_35.61;drink_29.75;milk_27.5;green tea_16.99;quickly_16.2;syrup_11.78;boba_11.21;black tea_10.95;flavor_10.43;taiwan_9.07
bn:00648656n;SELL;video game_12.91;logiciels_12.32;ans_11.48;éditeurs_10.39;loisirs_9.71;syndicat_9.33;interdit_5.21;pgw_4.99;france_4.89;moins_4.77;trade fair_4.63;pegi_4.62;gamescom_4.51;plus_4.46
bn:00649235n;EarthBound;game_884.36;earthbound_726.89;itoi_398.59;nintendo_359.94;giygas_281.61;character_238.98;mother_211.46;ness_200.82;video game_163.9;kirby_134.68;release_125.03;tengu_112.08;player_107.97;lindblom_105.68
bn:00649428n;Affectionately;affectionately_59.97;sire_44.1;race_35.75;swaps_27.87;toney_25.49;tosmah_24.36;filly_23.95;broodmare_21.69;win_21.53;searching_21.42;racehorse_20.45;thoroughbred_19.52;winner_19.26;breed_18.75
bn:00649665n;Odder;aarhus_439.09;odder_80.83;denmark_75.01;danish_48.73;jutland_36.51;århus_35.67;city_34.13;copenhagen_19.83;kvist_18.14;salo_17.43;municipality_17.04;skejby_16.25;marselisborg_15.3;odderbanen_13.82
bn:00649764n;Dominate;emperor_1197.5;diocletian_698.36;roman_562.53;rome_546.86;empire_532.99;bc_406.17;augustus_390.23;imperial_355.2;roman empire_203.06;caesar_189.96;senate_165.79;princeps_162.24;principate_155.94;cult_155.02
bn:00650882n;Aplomb;leg_128.47;karinska_115.64;dancer_76.96;foot_74.3;en_68.53;position_60.34;plié_42.12;aplomb_38.5;bourrée_36.61;ballet_31.79;battement_30.74;jambe_28.94;devant_28.86;tendu_28.75
bn:00651183n;Swoosh;nike_731.09;shoe_107.11;swoosh_100.84;questlove_74.04;li-ning_59.4;factory_55.54;tiempo_41.32;air force_32.07;brs_29.42;company_25.61;campaign_24.03;wieden_23.6;brand_22.34;niketown_21.66
bn:00655804n;Spymaster;imran_80.41;spymaster_68.33;bethany_39.3;thanos_34.87;stark_33.84;cabe_29.94;harel_27.86;avenger_24.43;wolf_22.87;iron man_21.17;s.h.i.e.l.d_19.83;mi5_19.36;avengers_18.62;eichmann_15.6
bn:00658826n;Artful;whitney_77.18;horse_61.56;artful_53.38;thoroughbred_50.68;sysonby_50.44;stud_45.38;westbury_45.11;race_25.54;breeder_22.3;hamburg_19.15;jockey club_18.31;american-bred_18.14;filly_17.33;whitney family_17.22
bn:00659388n;Flameout;aircraft_996.89;engine_549.89;flight_489.97;pilot_246.59;u-2_210.84;garuda_201.4;crash_153.89;lightning_137.24;fuel_128.14;flameout_125.9;fly_125.0;airbus_118.52;eurofighter_113.59;f._112.67
bn:00660423n;MOrphogenesis;killstar_6.82;...and oceans_6.27;martex_6.16;7even_6.14;mare liberum_5.77;atomica_5.74;morphogenesis_4.84;guitar_4.5;transvestite_4.49;black metal_4.21;gig_3.21;demo_2.97;vocals_2.83;keyboard_2.62
bn:00661742n;Audiophile;amplifier_831.41;audio_764.21;loudspeaker_458.51;sound_351.0;audiophile_300.56;disc_292.55;stereo_269.42;signal_253.15;tweeter_227.4;distortion_218.41;headphones_213.22;output_211.99;speaker_204.35;recording_199.66
bn:00663991n;REDIAL;cidob_110.2;latin america_47.29;redial_36.13;iai_24.59;international_21.42;barcelona_21.4;information_21.35;latindex_18.9;european_18.51;latin american_18.44;documentation_17.18;institute_16.06;información_15.47;study-group_14.84
bn:00666513n;All-Pro;nfl_863.32;all-pro_748.3;rams_581.88;team_520.02;season_312.03;player_221.8;asomugha_197.04;youngblood_195.74;viking_180.29;game_174.48;football_148.94;pro_142.23;tackle_130.58;defensive_127.82
bn:00666578n;Strict;estimator_29.56;strictly_15.79;term_12.91;monotonic_12.25;zero_11.25;non-negative_10.66;meaning_10.07;equal_9.92;mean_9.91;strict_9.52;positive_9.26;context_7.95;use_7.38;parameter_6.81
bn:00666802n;CREAM;error_58.58;cream_51.19;analysis_49.98;task_47.3;reliability_45.97;human_39.98;technique_35.54;control_26.69;hra_26.3;mode_24.93;cpcs_24.67;probability_22.77;method_22.56;cognitive_19.9
bn:00668367n;Requisition;brittan_84.82;requisition_61.2;manxman_59.46;sirius_38.6;hms_20.46;supply_19.08;mooragh_18.79;camp_13.32;christchurch_12.75;moineau_12.47;alfred_12.34;ogilvy_11.93;ship_11.5;internee_11.44
bn:00668709n;Submersed;tremonti_170.86;band_158.57;album_144.93;sevendust_136.04;submersed_107.32;creed_104.89;release_67.45;alter_61.55;guitarist_56.93;eric friedman_50.43;tour_49.71;lowery_43.9;drummer_38.23;guitar_36.93
bn:00669267n;Self-help;self-help_454.72;book_108.1;psychology_107.59;narcissism_87.06;erhard_85.74;self-improvement_80.29;dianetics_71.75;group_70.9;self-enhancement_70.62;self-esteem_60.52;humanistic_60.15;comparison_50.43;est_49.67;peer_46.2
bn:00669701n;Sharpen;java_29.72;sharpen_22.3;code_15.0;version_8.78;compile_7.02;source code_6.04;convert_5.67;android 4.0_5.47;functionality_5.4;eclipse ide_5.26;backport_5.14;generics_4.98;cldc_4.9;ddn_4.82
bn:00669822n;Tune-up;tune-up_17.83;spark plug_14.58;vehicle_11.84;inspect_10.78;check_10.53;maintenance_10.16;replace_9.53;service_8.38;breakdown_7.42;automobile_6.47;limp-home_5.72;engine_5.63;capacitor_5.52;transmission fluid_5.47
bn:00670400n;Intel;intel_3967.73;processor_1647.38;amd_1038.24;pentium_862.65;core_642.91;microprocessor_545.61;chip_391.13;itanium_307.31;cyrix_267.47;x86_226.93;cpu_216.85;microarchitecture_198.83;nm_189.01;cpus_180.0
bn:00671734n;Centrality;node_720.4;network_719.23;centrality_691.26;graph_340.07;betweenness_174.71;vertices_150.72;path_121.09;analysis_118.0;vertex_117.88;edge_103.94;closeness_89.98;measure_89.81;social_79.86;algorithm_66.29
bn:00673462n;On-deck;murcer_203.47;baseball_183.47;batter_182.47;bat_162.12;hitter_132.86;stargell_115.94;veach_98.94;hit_96.58;pitcher_88.43;major league_76.76;cromartie_74.82;home run_73.57;ball_70.2;game_59.12
bn:00673864n;Inseparability;inseparability_21.43;intangibility_21.26;perishability_17.1;service_16.58;marketing_12.77;variability_10.51;characteristic_9.22;key_7.92;tangible_7.02;use_5.16;describe_4.48;customer_4.28;quality_3.89;purchase_3.53
bn:00674658n;Bewitch;citation_73.29;filly_64.53;bewitch_62.66;win_60.52;stakes_59.6;handicap_59.45;calumet_55.11;race_52.35;gallorette_50.78;sire_32.28;furlong_24.08;calumet farm_23.57;wistful_23.41;horse_23.07
bn:00675506n;Monolayer;monolayer_325.05;surface_307.75;cell_179.31;nanoparticles_134.59;janus_131.72;langmuir_110.95;foam_104.75;mars_96.36;layer_93.96;swnhs_92.3;fsl_87.38;diffusion_86.17;adsorption_85.35;liposome_82.25
bn:00675776n;Gamely;gamely_76.89;sire_39.67;shuvee_34.57;filly_27.98;race_26.87;gallant_20.18;win_19.48;claiborne_19.07;bold_18.35;stakes_17.19;mile_16.82;bloom_16.15;ruler_15.75;winner_14.32
bn:00676283n;Combatant;war_537.13;combatant_429.56;civilian_324.67;torture_251.06;prisoner_229.53;enemy_218.12;warfare_183.42;pow_157.1;rape_142.91;geneva convention_108.25;military_106.66;guerrilla_105.33;conflict_105.17;force_104.36
bn:00676676n;Discriminator;tag_103.25;union_73.42;type_52.76;int_48.53;discriminator_35.11;centerx_33.9;centery_33.5;value_28.73;case_26.69;node_19.14;idl_18.7;integer_18.1;-lcb-_18.02;orderitem_16.36
bn:00676851n;ROBUSTA;cubesat_76.23;satellite_58.24;genso_32.38;pw-sat_31.56;robusta_29.71;launch_29.56;cubesats_20.99;project_15.76;mission_15.57;maiden flight_12.71;experiment_12.71;vega_12.32;iut_11.86;tether_11.61
bn:00677453n;Reprisal;reprisal_394.9;whistleblower_253.93;ira_244.27;dod_168.83;ig_153.38;ric_128.41;war_112.54;civilian_98.86;privateer_93.12;hostage_70.67;protection_70.24;ludwiger_69.75;employee_69.73;investigation_65.33
bn:00678738n;OverPower;card_405.46;surfer_256.02;marvel_231.63;overpower_197.89;character_175.76;nate_149.31;ccg_114.88;spider-man_105.13;warlock_104.08;ccgs_101.87;galactus_90.38;gem_83.41;thanos_75.87;wizards of the coast_75.13
bn:00679446n;Bailout;bank_1093.34;bailout_677.45;financial_534.9;crisis_484.06;debt_427.41;fortis_339.41;eurozone_328.45;mortgage_323.19;asset_291.99;government_265.71;banking_261.88;market_252.18;imf_249.06;investment_248.51
bn:00680509n;Quadrupole;quadrupole_435.31;magnetic field_325.47;dipole_324.53;multipole_266.75;ion_205.48;magnet_195.04;dipole moment_190.57;gravitational_187.39;molecule_178.83;mass_161.96;magnetosphere_153.13;charge_148.9;magnetic_143.01;nmr_138.09
bn:00681100n;Pathognomonic;disease_353.2;symptom_281.13;patient_173.5;diagnosis_168.48;probability_150.02;test_140.9;pathognomonic_137.28;rabies_137.01;condition_132.57;infection_121.96;measles_115.23;treatment_98.51;cte_88.99;aphthous_85.99
bn:00682069n;Stickler;stickler_24.74;seinfeld_7.54;gunnar b. stickler_6.43;friedrich stickler_6.43;helen stickler_6.18;alfons maria stickler_6.18;stickler syndrome_5.63;insist_5.35;u.s._5.29;stickles_5.26;austrian_5.13;football official_4.87;neatness_4.8;fussy_4.51
bn:00682130n;Blistering;townsend_45.81;album_37.12;mustaine_30.58;megadeth_19.65;gehlke_16.2;ki_12.63;devin_9.42;heavy metal_9.34;blistering_9.31;watain_8.41;guitar_7.41;dorval_7.29;vocal_7.19;release_7.07
bn:00682240n;Broadband;broadband_1574.08;internet_723.46;service_402.79;modem_395.65;access_323.71;network_299.68;bandwidth_269.17;dsl_227.28;signal_220.94;fcc_209.4;dial-up_196.18;provider_194.03;cable_191.71;neutrality_189.96
bn:00683443n;Odontogenic;cyst_341.93;pain_87.28;odontogenic_86.47;afp_64.48;radicular_64.15;tooth_54.44;ameloblastoma_42.54;periapical_38.82;epithelium_38.26;facial_36.52;epithelial_29.03;dentigerous_24.79;trigeminal neuralgia_24.21;odontoma_24.03
bn:00685618n;Embryogenesis;cell_2112.1;embryo_1004.08;stem cell_515.77;tissue_375.75;mesoderm_368.17;ectoderm_326.9;gene_321.01;embryonic_268.29;haeckel_251.0;endoderm_237.39;embryogenesis_220.52;protein_219.33;differentiation_199.61;signal_192.83
bn:00687731n;ANKH;ankylosis_6.09;protein_6.07;ankh_4.96;homolog_4.52;encode_3.3;progressive_3.26;gene_2.91;reading_2.53;human_2.32;;;;;
bn:00688458n;Spaced;comedy_425.98;series_280.84;pegg_235.65;drama_208.63;episode_179.16;show_160.07;gervais_152.71;sitcom_145.96;film_145.02;spaced_124.94;situation comedy_119.74;wright_102.6;tv_102.58;shaun_101.02
bn:00688934n;Bento;bento_383.96;rice_293.67;japanese_272.92;sushi_264.76;chopstick_223.7;tea_211.36;sausage_207.07;japan_167.98;food_167.36;dish_163.15;sweet potato_150.13;lunch_134.79;eat_126.88;meal_118.35
bn:00689351n;Sunburnt;lanterna_10.34;frayne_9.81;phillipps_9.34;studios_8.32;album_6.94;badman records_6.35;brendan gamble_6.21;martin phillipps_6.05;the moon seven times_5.91;craig leon_5.32;the chills_5.12;sunburnt_5.09;dave gregory_5.06;flying nun records_4.87
bn:00689792n;Airtime;airtime_119.79;radio_63.67;campcaster_62.08;sourcefabric_60.54;audio_45.67;opus_37.32;radio station_31.75;stream_30.05;station_21.36;format_18.11;software_16.76;broadcast_16.61;cell_16.33;advertiser_15.25
bn:00689813n;STRAP;smad7_33.12;protein_30.07;smad_23.67;decapentaplegic_20.47;gene_17.4;smad2_15.08;tgfβ_14.64;homolog_14.2;tgf-β_12.48;strap_11.82;tgf beta receptor 2_11.75;mothers against decapentaplegic homolog 7_11.52;smad6_11.18;domain_10.9
bn:00690316n;Mochi;rice_1365.15;mochi_553.21;kue_422.24;glutinous_392.03;cake_279.16;tteok_210.48;flour_204.9;dish_193.91;japanese_172.4;sweet_168.11;miso_150.07;eat_130.43;soup_126.11;paste_116.09
bn:00690342n;Soba;noodle_1362.03;soba_930.05;ramen_406.46;udon_321.61;buckwheat_285.26;soup_233.94;dish_232.58;japanese_231.03;broth_218.39;instant_189.18;tempura_184.4;flour_169.78;rice_154.66;vegetable_153.31
bn:00692769n;Metacognition;cognitive_449.07;learn_356.34;metacognition_339.09;learning_325.24;memory_277.12;knowledge_216.65;thinking_202.07;empathy_199.95;consciousness_194.32;mindfulness_180.35;skill_175.59;theory_175.38;adolescent_174.33;metacognitive_162.5
bn:00693160n;KAMI;suharto_717.85;sukarno_245.86;indonesia_136.14;indonesian_111.11;pki_73.9;mprs_52.28;jakarta_40.91;military_37.11;government_33.79;army_33.02;pancasila_32.43;medan_26.33;ethnic-chinese_24.5;general_23.23
bn:00693189n;Palmy;siti_260.64;palmy_255.76;nurhaliza_127.92;concert_119.29;artist_57.33;konsert_52.99;malaysia_52.95;gmm_40.37;anugerah_39.51;malaysian_38.07;album_35.62;singapore_32.15;thai_31.11;song_31.03
bn:00698563n;Extramural;birkbeck_79.16;extramural_62.33;massey_54.81;whitney young_50.5;intramural_34.36;student_30.44;university_29.85;college_26.89;canadore_19.25;povilaitis_19.09;stewart_18.42;campus_18.22;research_15.81;turitea_13.27
bn:00699708n;Find;file_203.38;directory_195.36;grep_129.81;xargs_119.46;find_98.34;command_96.05;search_86.03;unix_82.22;inode_81.57;myfile_79.81;filename_79.31;cpio_78.15;newline_69.88;meteorite_55.04
bn:00700047n;Cross-cultural;cross-cultural_369.72;culture_214.54;cultural_164.59;aggression_145.06;tcis_103.96;hybridity_85.71;hofstede_83.71;cross-culturalism_63.91;study_53.46;emotion_53.36;individual_49.43;leadership_40.51;difference_40.15;research_39.01
bn:00701224n;NODAL;nodal_457.13;cell_372.04;wnt_273.09;signal_240.34;pathway_187.18;receptor_158.01;mesoderm_143.22;protein_142.83;gene_117.95;embryo_117.93;enhancer_117.4;fgf_99.46;streak_96.36;gastrulation_95.61
bn:00701300n;GLib;gtk_241.52;gobject_240.73;gnome_200.45;glib_179.81;phonebook_148.13;array_100.9;library_89.53;type_78.83;gdk_71.92;john doe_67.29;application_65.53;gtk+_61.56;printf_60.95;string_60.91
bn:00702081n;BOLL;trichoplax_126.4;adhaerens_56.73;placozoa_49.13;cell_35.06;gene_27.14;animal_22.4;protein_15.58;epitheloid_15.04;organism_14.85;ventral_13.61;syncytium_12.6;fiber_10.31;dorsal_9.59;cilium_9.56
bn:00702480n;Agroforestry;crop_475.54;tree_438.38;agroforestry_336.65;soil_304.08;agriculture_285.7;forest_274.7;plant_250.48;sustainable_201.19;agricultural_194.05;food_187.64;farming_178.29;water_167.68;permaculture_159.3;forestry_156.9
bn:00703588n;Self-preservation;self-defense_34.18;self-preservation_30.05;autotomy_25.2;extinction_24.04;human_17.75;buffy_14.28;glory_14.22;live_10.39;threat_10.36;pain_9.91;instrumental_9.66;organism_9.04;willow_8.53;tail_7.88
bn:00703643n;Chesterfield;chesterfield_1298.76;derbyshire_264.59;mansfield_169.94;dronfield_147.22;sheffield_143.45;saltergate_115.53;brimington_107.3;town_107.01;tapton_104.2;bolsover_95.5;staveley_90.41;killamarsh_84.2;canal_66.32;spire_65.13
bn:00706035n;Grandaddy;grandaddy_361.25;band_349.01;album_298.69;lytle_209.56;modesto_160.27;song_144.78;release_144.58;smith_103.42;tour_101.8;jason lytle_90.04;harrison_74.43;record_70.63;track_64.97;vocal_63.06
bn:00706902n;Watching;christmas_152.78;present_71.63;special_48.22;series_47.14;itv_34.37;brenda_30.73;episode_27.27;bbc_17.99;comedy_17.81;malcolm_16.2;emma wray_14.88;stoneway_14.62;hitchmough_14.05;fools_13.39
bn:00709166n;Nebulous;doctor_339.88;nebulous_231.23;series_211.31;torchwood_165.9;episode_156.48;tardis_138.03;tennant_121.57;computer_102.88;davison_70.54;gatiss_66.1;bbc_66.09;dalek_63.42;sirius_63.33;min_52.5
bn:00709608n;Operate;majida_378.2;fatherfucker_70.47;roumi_66.38;lebanese_47.72;el_40.61;song_39.15;peaches_31.28;al_29.28;concert_25.71;compose_23.24;lebanon_22.45;nour_20.26;jean-marie riachi_19.37;beirut_17.43
bn:00709799n;Scrutiny;candidate_152.05;election_133.85;vote_83.94;eurosceptic_81.74;polling day_50.92;person_46.88;scrutiny_39.77;nomination_38.01;party_37.02;exorcism_34.74;polling station_34.38;pec_31.89;eu_30.81;voter_29.64
