"Reference","Sentence"
"en.wikipedia.org","<s> Her car breaks down on the way in Phoenix (from a presumed engine fire, as seen in the opening credits), and we meet her soon after she has taken a job as a waitress at Mel''s Diner, on the outskirts of Phoenix. (The later seasons'' exterior shots were of a real diner, named Mel''s, still in operation in Phoenix.) Alice works alongside Mel Sharples (Vic Tayback), the grouchy, stingy owner and cook of the greasy spoon, and fellow waitresses and friends, sassy,"
"en.wikipedia.org","<s> Jolene arrives as she and her male driving partner are in the midst of an argument over his unwelcome advances, during which she throws and breaks many of Mel''s dishes. </s>"
"en.wikipedia.org","<s> However, he did compete in the first ranking event of the 2008/2009 season, the 2008 Northern Ireland Trophy, and after convincing wins over Judd Trump and Stephen Hendry, he reached the last 16, where despite making three century breaks he lost 4–5 to eventual runner-up Dave Harold. </s>"
"en.wikipedia.org","<s> Gaps sometimes form in the peloton, and being closer to the front reduces the risk of getting caught in the rear group when the peloton breaks form. </s>"
"en.wikipedia.org","<s> He faced Northern Ireland''s Mark Allen in round two, and despite making two century breaks he lost the match 5–2. </s>"
"en.wikipedia.org","<s> Perry went on to lead 11–9, before O''Sullivan levelled the match and then made back-to-back century breaks to win 13–11, with Perry remarking afterwards that he had been ""blown away by a genius"" in the last few frames. </s>"
"en.wikipedia.org","<s> Unfortunately, without the Grey Council keeping order, the divisions in Minbari society become so strong that civil war soon breaks out. </s>"
"en.wikipedia.org","<s> During normal development, a puppy''s eyes are enveloped by a membrane which stretches and breaks away by 8 weeks of age. </s>"
"en.wikipedia.org","<s> Lennie tries to keep her quiet but accidentally breaks her neck in the process. </s>"
"en.wikipedia.org","<s> This breaks down the multimers into smaller units, which are degraded by other peptidases. </s>"
"en.wikipedia.org","<s> The sixth movement of the sequence, the ""Lacrymosa"", breaks off after only eight bars and was unfinished. </s>"
"en.wikipedia.org","<s> In the mid-2000s, CHNM previously produced several station IDs and programme promos using a diversity theme to capitalize on the station''s former slogan ""Diversity Lives Here,"" these including spots featuring Chinese lion dancers that emerge from their lion costume with their faces painted in orange and white, the colours of the BC Lions franchise of the Canadian Football League, along with slogans supporting the team; a South Asian dancer who performs her routine to the Channel M jingle, then breaks into a Country and Western dance; and a leather-clad Sikh motorcyclist who boards his bike to the Channel M jingle, arranged and performed in a style mixing ZZ Top-style blues rock with East Indian music. </s>"
"en.wikipedia.org","<s> If the tube breaks , the getter reacts with incoming air leaving a white deposit inside the tube, and it becomes useless; for this reason, flashed getters are not used in systems which are intended to be opened. </s>"
"en.wikipedia.org","<s> For work, he breaks into other people''s businesses at night and sells their goods and services, often forcibly to unwilling customers. </s>"
"en.wikipedia.org","<s> One of them breaks a weak C-H covalent bond and grabs the liberated proton to form the electrically neutral H-Cl. </s>"
"en.wikipedia.org","<s> She breaks the barrier between her dimension and the dimension Lobo inhabits in the comic book, and Lobo finds himself in a fight with The Authority. </s>"
"en.wikipedia.org","<s> However, Lobo breaks the time loop, literally turning himself in as he shaves the other Lobo''s head and paints him green for the reward money. </s>"
"en.wikipedia.org","<s> The machine successfully transports Rimmer to a reverse universe but breaks soon afterwards. </s>"
"en.wikipedia.org","<s> A thrombus itself (even if non-occluding) can lead to an embolic stroke (see below) if the thrombus breaks off, at which point it is called an ""embolus."" Two types of thrombosis can cause stroke: </s>"
"en.wikipedia.org","<s> There is no right way for him: he breaks all the rules, makes up new ones and breaks them too. </s>"
"en.wikipedia.org","<s> There is no right way for him: he breaks all the rules, makes up new ones and breaks them too. </s>"
"en.wikipedia.org","<s> The Brush (electric) makes and breaks electrical contact with the commutator segment several thousand times a second at variable frequency dependent on load thus causing radio frequency noise. </s>"
"en.wikipedia.org","<s> They are captured sneaking into the Initiative, but Adam trips the power, releasing all the demons and a fight breaks out all over the facility. </s>"
"en.wikipedia.org","<s> Ruger breaks down their products into nine categories: bolt-action rifles, single-shot rifles, autoloading rifles, lever-action rifles, shotguns, centerfire pistols, rimfire pistols, double-action revolvers, and single-action revolvers. </s>"
"en.wikipedia.org","<s> Ki breaks up with him after he redecorates her office against her will, and Sharon breaks up with him some time between Fooker''s trial and Fooker calling her on the run. </s>"
"en.wikipedia.org","<s> Ki breaks up with him after he redecorates her office against her will, and Sharon breaks up with him some time between Fooker''s trial and Fooker calling her on the run. </s>"
"en.wikipedia.org","<s> This attitude uses reason as a tool, to start a historical criticism of ""the limits that are imposed on us"" to be exercised in ""an experiment with the possibility of going beyond"" those limits, the limit-experience that is both an individual act, and one that breaks apart the concept of the individual all together. </s>"
"en.wikipedia.org","<s> This theory proposed that the energy release from a quake is proportional to the surface area that breaks free, and the average distance that the fault is displaced, and the rigidity of the material adjacent to the fault. </s>"
"en.wikipedia.org","<s> Moment magnitude is now the most common measure for medium to large earthquake magnitudes, but breaks down for smaller quakes. </s>"
"en.wikipedia.org","<s> The river Elbe breaks through the mountain range in a steep and narrow valley. </s>"
"en.wikipedia.org","<s> The boy goes to the town and breaks a series of shop windows, and when he is returned home by the police, Joe beats him more viciously than he has ever done previously. </s>"
"en.wikipedia.org","<s> Beneficiary communities are often given the responsibility to dispose of the toxic electronic scrap when an equipment breaks down beyond repair. </s>"
"en.wikipedia.org","<s> As the fighting breaks out, a skeleton in a hooded robe mockingly seems to bring another dish, also consisting of human bones, to the table. </s>"
"en.wikipedia.org","<s> The play starts with a musical number, ""Springtime for Hitler."" Accompanied by dancing stormtroopers, who at one point form a Busby Berkeley-style swastika, the play immediately horrifies everyone in the audience except the author, and one lone viewer who breaks into applause—only to be pummelled by other disgusted theatergoers. </s>"
"en.wikipedia.org","<s> Author Franz is originally chosen by Max to play Hitler, but due to an unfortunate accident, he breaks his leg (ironic since the term ''break a leg'' is used to mean ''good luck'' in the theater world) and Max then asks DeBris to play Hitler. </s>"
"en.wikipedia.org","<s> In the musical version, Franz does not interrupt the play, but waits until afterward to confront the producers, and then attempts to kill them under the accusation of making a fool out of Hitler, who ""didn''t need their ""help."""" He breaks his other leg while trying to run away from the police. </s>"
"en.wikipedia.org","<s> The robot breaks free of the spell and battles the Unicorns. </s>"
"en.wikipedia.org","<s> At the beginning of ""Zatoichi Meets Yojimbo"", this 3rd blade (or another he just happens to possess) inexplicably breaks for no apparent reason whatsoever and is later sold to a blacksmith along with its hilt and scabbard. </s>"
"en.wikipedia.org","<s> Its replacement was not a ""shikomi-zue"", but instead a ""jotō"" (杖刀 literally ""staff sword"") of unrevealed origin that''s like a short, thick bo staff...and which also soon breaks . </s>"
"en.wikipedia.org","<s> Anna apparently breaks the engagement. </s>"
"en.wikipedia.org","<s> The store implodes after Scott''s rival Todd breaks an agreement not to use his psychic powers. </s>"
"en.wikipedia.org","<s> Furthermore, although the character has been described as a stereotypical Jew, he breaks with the stereotype by being far less materialistic than Kane, noting ""It''s no trick to make a whole lot of money, if all you want is just a whole lot of money."" </s>"
"en.wikipedia.org","<s> Montgomery breaks down and decides to share his alcohol with the Beast Folk. </s>"
"en.wikipedia.org","<s> In organisms that have catalase (catalase-positive), the enzyme breaks down any hydrogen peroxide that was produced through normal metabolism. </s>"
"en.wikipedia.org","<s> (2)The Stomach, the most active yang organ, breaks down food and controls the descending movement of chi. </s>"
"en.wikipedia.org","<s> He loses his balance, Regina grabs his hand, and they fall over the cliff into a pool of mud, which breaks , thus they are swept away in the river. </s>"
"en.wikipedia.org","<s> But Beethoven breaks out and secretly switches places with Michelangelo at the obedience graduation. </s>"
